tweet_id,sentiment,content,Detected Emotion
1964384586,worry,Heyya guys! does anyone know how to give formulas to create a sudoku? Please help,no emotion detected
1964384992,sadness,I need to play inFamous... Where's a free Blockbuster rental coupon when you need one? I miss that Coke Reward,no emotion detected
1964449142,relief,Jsut F*@#$%&amp; got off work at Carowinds and am DEAD ASS TIRED!!!,no emotion detected
1964451335,neutral,Britain's got (good) Weather. I wish I had some of that over here.,no emotion detected
1964454785,sadness,"iigghhtt, just fur geet it. idc. idk. eh blah ugh. blah idk... hah..=] um yah.. immboredddd, ugh  ill just fuckitt",no emotion detected
1964458839,worry,I just stuck my finger down my throat and there are a bunch of bumps on my tongue &amp; throat.,no emotion detected
1964461887,neutral,"Firefox again taking upwards of 600k of memory, time to restart ff",no emotion detected
1964462346,worry,OUCH!!!!!!!!!!!!!!!.........that really hurt!!!,no emotion detected
1964492770,neutral,Traffic backed up inbound Lincoln tunnel,no emotion detected
1964503936,neutral,scary cape guy,no emotion detected
1964532001,sadness,surgery effin hurts,no emotion detected
1964542561,happiness,cookies and milk to make me feel better. thanks babe. still recuperating from last night.   http://yfrog.com/13izrj,no emotion detected
1964557224,neutral,@QueenM81 Nope,no emotion detected
1964566244,worry,My foot still hurts from stepping on a spider...owwwwww,no emotion detected
1964566887,neutral,"@CXI Thanks, I found the link http://bit.ly/uxOFO  , however I think you need to be a customer to download it",no emotion detected
1964567530,worry,So jealous im not at asylum right now,no emotion detected
1964581888,sadness,My sunburn itches  ouch,no emotion detected
1964586884,hate,@caniszczyk Agreed! Though Eclipse apps hinder collecting the heap dump by catching OOME. Had to muck about in JConsole,no emotion detected
1964595309,relief,@AustinWise Part of an AR-15. Actually the only part of one that qualifies as a gun. You have to be 21 to buy them without parts on them.,no emotion detected
1964603387,surprise,I burnt myself,no emotion detected
1964617614,enthusiasm,@ItsIan ohhh your soo lucky it is nice out. Here it is rainy and humid.,no emotion detected
1964618007,neutral,I had fries and an ariZona at 1130 and that's the only thing I ate today.  feeeeeed meeeeee,no emotion detected
1964618126,worry,"To cap things off, the lower part of my back really hurts.",no emotion detected
1964629068,sadness,did crossfit running today...agitated my right leg,no emotion detected
1964641821,enthusiasm,@mileycyrus i wish i could meet you once  do u think this will happen someday? :'(,no emotion detected
1964642996,relief,Cough drops taste gross...blaaaqhhh,no emotion detected
1964644234,surprise,My boss called me anerexic,no emotion detected
1964646661,worry,"Back from the gym! I'm no expert or anything, but I'm pretty sure I am not going to be able to move tomorrow, maybe even in a few hours!!",no emotion detected
1964648313,worry,i am on BLAZE and my head hurts.,no emotion detected
1964660719,worry,My back hurts...really bad,no emotion detected
1964662011,neutral,"Oh please! I wanted to complete an unfinished tweet, and 5 tweets cropped up in between!  and now my tweet looks dorky.",no emotion detected
1964666054,neutral,@caligirl00 ur Mom just called. Guess NOT. C U @ 5,no emotion detected
1964670365,worry,Problem with my must do list is: once I write it I usually forget where I've placed it...1st thing on my to do list--find my to do list,no emotion detected
1964670870,sadness,@mumalot I corrected myself,no emotion detected
1964671671,worry,@dcorsetto Ugh my trousers do that too and I've never found a way to combat it! It's so weird,no emotion detected
1964672516,surprise,good day in the sun... little bit burnt tho... well actualy quite alot  very sore  heh,no emotion detected
1964672757,worry,Hey @itsmskay sorry about your headahce,no emotion detected
1964679188,worry,needs to find SOMETHING to wear to graduation. lol can't find anything!,no emotion detected
1964686393,worry,@Remy_Foster Still not working,no emotion detected
1964688837,worry,Hmmm.... My whole body feels sore!,no emotion detected
1964690371,worry,IN PAIN. my big toe got stomped on during the hokey cokeu. it's throbbing. anyone have any suggestions to heal it?,no emotion detected
1964691187,worry,"I wanna go home, but I can't cause the customers won't leave... And my boss won't let me leave either",no emotion detected
1964697332,sadness,@SelectedTweets Sorry Ali,no emotion detected
1964710833,worry,IN PAIN. my big toe got stamped on during the hokey cokey. it hurts so much! anyone have any suggestions to help with it?,no emotion detected
1964727406,love,"@NiickJonas you are too, must be very nice city, you should have more girls to their feet!",no emotion detected
1964727982,sadness,@Santiaggo that New Yorker cover was done on a iPhone &amp; I'm jealous that I do not have one!  http://myloc.me/21a4,no emotion detected
1964729249,hate,I think I've got invisible glass shards in my hands cause my fingers keep having painful pokey feelings,no emotion detected
1964740416,sadness,Just banged my bloody foot! ow,no emotion detected
1964741198,neutral,@AnnaInTheHouse I don't know how to send it to you Anna.  Let me think for a bit and I will find some way to do it,no emotion detected
1964753108,worry,@antennaswrvu i can't figure out how to listen to it from the internet,no emotion detected
1964765612,empty,"@saryros haha.. yes, i'm jealous! i don't have money to do all that!",no emotion detected
1964769064,sadness,@gabbyflyyy im so jealous! I want to go to ny,no emotion detected
1964771287,worry,Stu is actually SEVERLY sunburnt....it hurts!!!,no emotion detected
1964793267,worry,@Pworldwide no I didn't,no emotion detected
1964801999,neutral,"@helen_bop and that marisa mauro can go use a banana as a dildo. srsly, some people are such arseholes",no emotion detected
1964812796,worry,oww...just bit my tongue,no emotion detected
1964823003,worry,My lower-left molar stings whenever it comes into contact with sugar of any sort,no emotion detected
1964824152,surprise,im blonding ... slowly but surely im blonding ... i wana scratch my hair but im not allowed,no emotion detected
1964827042,happiness,"i feel like a bright, new t-shirt.. wish i had one.",no emotion detected
1964827288,worry,"Uh oh, I am sunburned",no emotion detected
1964831580,neutral,"@GracieAlbernaz I know told you, and it tells you last tweets and all.  Just can't get it to play music.  Have it set, but it won't play",no emotion detected
1964835623,neutral,is not getting her posts posted to the topics,no emotion detected
1964839599,neutral,@scearley,no emotion detected
1964841658,sadness,has hurt feet,no emotion detected
1964842591,sadness,has cramps,no emotion detected
1964843513,hate,i may cry damn this weather got my ass burnt (nt literally jus my shins arms n chest) legs hurt lyk a biatch  slightly enjoy it tho ha,no emotion detected
1964846140,worry,@DC_Zol I would like to make a comment about the password but I can't on this medium,no emotion detected
1964850292,hate,"@sexidance I saw slater on some MTV show, So you think you wanna dance with slater or some crap like that. Where's Kelly Kapowski",no emotion detected
1964885956,neutral,My lucky lucky friend is at a nickleback concert atm  i wish i was there,no emotion detected
1964887360,sadness,"@Japumpy I need botox work on the lips if I'm going to change my name to Angelina Jolie, but it's a thought! Sad though about the racism",no emotion detected
1964894600,sadness,"@ABOResearch Pleased to hear it, but still I am shamed sometimes to hear what some men do",no emotion detected
1964894687,worry,my skin is burning up so much,no emotion detected
1964948597,sadness,Ugh. My feet feel like they're going to fall off.,no emotion detected
1964956818,neutral,I cant change my profile picture on Facebook,no emotion detected
1964965917,sadness,"i'm sunburnt on my arms, and i have burnt my mouth, and some skin is coming off",no emotion detected
1964967763,hate,"@_AislinnTighee bhaha, its a teenage nightclub and i am at home when im supposed to be there. they had no fucking license. no more touch",no emotion detected
1964975641,sadness,damn sunburn hurting  jack whitehall mmmmm,no emotion detected
1965009657,worry,I don't know how to use twitter!!,no emotion detected
1965010030,hate,At the bus stop there's always a big pile of loogies. So. Gross.,no emotion detected
1965010535,neutral,@MattHalveland no,no emotion detected
1965012284,worry,I can't figure out the empire puzzle.  Stuck at 36,no emotion detected
1965019317,worry,.....headache,no emotion detected
1965071269,sadness,http://twitpic.com/67ofz - ugh grosss,no emotion detected
1965075774,neutral,@TheMakeupSnob,no emotion detected
1965078559,sadness,my arms hurt!,no emotion detected
1965080019,worry,@Jesse236  I don't have any from you,no emotion detected
1965093493,worry,Daddy just left.................without me  http://yfrog.com/13pdrmj,no emotion detected
1965095959,sadness,"@feliciaodg  it does but the screen is dark - so when i click it, i hang up on whoever im talking to",no emotion detected
1965212122,relief,@Katiff are you feeling better? sorry you're feeling under!,no emotion detected
1965213258,neutral,@cole_nesmith,no emotion detected
1965213316,worry,"@jaykpurdy awww poor jayk. :[ try to make the drive fun.and eat something soon!have a great show tonight i wish i could go,i live too far",no emotion detected
1965220285,worry,I don't like thunder. And neither does the doggy.,no emotion detected
1965248659,happiness,Sunburned on my face &amp; legs. Fixing to be my arms tooo.,no emotion detected
1965249232,sadness,I just banged my elbow and its bleeding  owwiee,no emotion detected
1965249828,sadness,i wish i was in Jonathon Ross' audience right now,no emotion detected
1965250400,neutral,@CocaBeenSlinky Exactly,no emotion detected
1965251786,worry,MY BEST FRIEND IN THE FUCKING WORLD IS MOVING AHHHHHHHHHHH wat am i 2 do im not a happy camper,no emotion detected
1965254817,worry,@DreamingMyth why not?,no emotion detected
1965256514,surprise,Today officialy fucking sucks. My mom is the biggest bitch ever. Text me,no emotion detected
1965265905,worry,"@ddlovato it's quite hard cause when you attempt to spread it, the cornbread falls apart...",no emotion detected
1965273151,neutral,"@maggit  i'll visit ny 'til september, no diggnation for me",no emotion detected
1965277637,sadness,Omg guys my internet has been down the whole day  It's still not working  I'll try fix 2m,no emotion detected
1965285349,neutral,@Nievesteve i know,no emotion detected
1965286042,worry,"I'm still recouperating from the holiday weekend, wow, I've never been sunburnt before, this really hurts",no emotion detected
1965308342,hate,ahhh!!!! u know what really sucks??? i sprained my toe!! OUCH!!,no emotion detected
1965324222,sadness,Ughh from the filling in my tooth my ear is starting to ache ! What a life,no emotion detected
1965330794,worry,@jeweljk I can't get it to load for me.,no emotion detected
1965336483,neutral,You haven't @replied back,no emotion detected
1965366352,sadness,"Moving: nothing accessible. Camera broken, kitchen stuff in boxes, no internet.  Makes it hard to cook or blog.  get me to brooklyn!",no emotion detected
1965366629,worry,"@jwalsh well, the requirements are quite high as well",no emotion detected
1965367544,happiness,I woke up and my hiccups came back!,no emotion detected
1965371746,worry,Have a HUGE headache... don't have asprin here at work.,no emotion detected
1965381395,hate,@mtmont gah!!! twitpic is uploading sideways today,no emotion detected
1965382236,worry,ugh! my teeth hurt! its taking the enjoyment out of jack-in-the-box.,no emotion detected
1965389260,neutral,@PatsyTravers i think twitter hates every1 when it comes 2 photos! took me ages the other day 2 change my pic!! especially at this time!,no emotion detected
1965401110,anger,"@natss91 kill me as soon as you get here ,ok? my sister is having a sleepover tonight  and her obnoxious friends are driving me insane",no emotion detected
1965401274,happiness,"@selenagomez bananabrain2 got hit by a car and got screwed! : O, 32 oepn wounds, a broken finger, broken toe (both toe and nail) f**ed up",no emotion detected
1965409662,hate,Windows updates suck. There are so freaking many of them.,no emotion detected
1965411573,worry,"@kirstiealley After many attempts, I can't figure out how put a pic in the avatar. Tells me pic is too big. Frustrated trying.......sorry",no emotion detected
1965417724,sadness,@MinaScope there is always traffic heading back here to long island on fridays.,no emotion detected
1965419876,worry,@Kreeoni I can't follow that one,no emotion detected
1965424705,neutral,@queenroxs,no emotion detected
1965455358,neutral,@chinaablue,no emotion detected
1965455469,worry,"twit, my way out of grad traffic.",no emotion detected
1965464516,neutral,"@OMSVU ... Thanks Okiebud!  I get the message..Sorry, the content you selected is not currently available..",no emotion detected
1965464570,sadness,headache boo,no emotion detected
1965464799,love,@nattymsmith they have nice cakes  why can't I like them? Haha and you should! That's sooo gayy though,no emotion detected
1965473996,neutral,has a mallory-weiss tear in her stomach and gastritis...  needless to say my stomach is killing me from my scope today,no emotion detected
1965476769,empty,I can't upload a picture. Everything's too big,no emotion detected
1965495069,worry,"ok, i am finally starting to hit a draw, but now my short game has gone to crap!",no emotion detected
1965495333,boredom,"We are on the slowest train ever, it stops everywhere. Missed a quick train by a few minutes",no emotion detected
1965497371,sadness,@buzzup why would you want a clone? Unboxed a new 24&quot; iMac last night and it's beautiful! Too bad it's not mine,no emotion detected
1965515154,neutral,@argonman ouch.,no emotion detected
1965515178,worry,@jesamine Here's a more appropriate @ tweet... is everything ok  Your last 3 days of tweets don't paint a good picture :-C,no emotion detected
1965518381,worry,@b0nk T ere is a visio document but itï¿½s continuously changing until now.,no emotion detected
1965534120,hate,Pissed at you @KatieHanrahan  http://myloc.me/21CU,no emotion detected
1965536794,neutral,@YakfisherNet no way to comment on site unless you are a member,no emotion detected
1965542929,sadness,@Axelsrose  im trying to fix myself really but i need to stop cutting myself,no emotion detected
1965546055,worry,En el salon.. Que caliente el blower ouch,no emotion detected
1965552725,neutral,I would get a lot more done if I could list items on etsy on my phone. Can do everything but upload pics,no emotion detected
1965555803,worry,my tummy hurts!,no emotion detected
1965556033,worry,@mkuioka808 You still have class? Ouch,no emotion detected
1965556456,neutral,"@mcraddictal ohh, ouch",no emotion detected
1965559389,neutral,@CaLoFs meagï¿½evï¿½s.com,no emotion detected
1965565109,neutral,@JBARSODMG email those pics on ur labtop to me...  I wana put one of them as my background!  http://myloc.me/21DS,no emotion detected
1965569212,worry,@Jovani_Celeste  how long is the delay?,no emotion detected
1965573456,worry,Squashed Foot  xx,no emotion detected
1965575237,neutral,gotta restart my computer .. I thought Win7 was supposed to put an end to the constant rebootiness,no emotion detected
1965576121,worry,"Also, why are paracetamol so hard to swallow? Even when the long ones are snapped in half. Ow.",no emotion detected
1965589660,worry,http://twitpic.com/67tcr - Ouch!! Burnt my arm on the grill,no emotion detected
1965592721,worry,Ouch...waited to long to get eyebrows waxed,no emotion detected
1965594815,worry,@greenphoenix09 thanks!!! But ummmm can't find that option  http://myloc.me/21F2,no emotion detected
1965596589,sadness,can't set p my phone to twitter,no emotion detected
1965601204,worry,can't set up my phone on twitter,no emotion detected
1965650484,worry,"Oh hey, look, North Korea are going to kill us all; or at least some of us.",no emotion detected
1965653664,empty,@haemoglobin_ Why?,no emotion detected
1965654766,neutral,@ohcea nope,no emotion detected
1965655421,neutral,@Littlebitofmoni I couldn't get used to the columns in tweetdeck.  There was only room for 4 or 5 columns on my macbook.,no emotion detected
1965657212,worry,I just burnt my ear,no emotion detected
1965657716,enthusiasm,@RoboRoxy @lulzlix I'm SO jealous! I don't know when I'll be able to see Conan.,no emotion detected
1965665509,sadness,I am so hungry...if my arm were on the core diet I would eat it!  Guess I have to wait until dinner is ready,no emotion detected
1965667859,worry,Major iPhone problems  Wont let me send texts BUT I can do everything else! Can anyone help,no emotion detected
1965674792,worry,Some guy just said he wanted to spank me,no emotion detected
1965687620,happiness,@Colie5cent $300 later... I feel so good! But guilty,no emotion detected
1965692200,worry,Such a headache  It's killen me!,no emotion detected
1965724779,sadness,I hve a blister on my pinky nd it hurts soooo much!,no emotion detected
1965735846,surprise,There's a huge bulldyke eyein me,no emotion detected
1965738630,sadness,@suewaters Sorry - I have failed to grasp your meaning,no emotion detected
1965757595,empty,has a saw thumb from playing Virtua Tennis...,no emotion detected
1965758659,love,"Ok, back to packing. Have been sitting in car charging phone as charger was left @ home as well",no emotion detected
1965764448,love,@iimJacko O dear! HE'S HERE! OMGOGMGO.. U didn't see that I was going to fuck u..?,no emotion detected
1965769470,sadness,I'm soooo bored. just fuckin got a new phone and called my man but hes busy and one else bored???,no emotion detected
1965770478,worry,@paulatoole Sorry  I wasn't doing the inviting...all single women I think.,no emotion detected
1965796099,anger,FUCK. slept in,no emotion detected
1965798628,relief,@MitaliandMe thanks for trying,no emotion detected
1965808795,worry,Thought I was seeing top shelf jizz. Very dissapointed!,no emotion detected
1965821542,sadness,ugh... my back is killing me.,no emotion detected
1965830280,worry,"@SaadZaeem nothing much man, waiting for my Insurance card to come through... Cant get any workdone here w/o it... Redtape",no emotion detected
1965840244,worry,Ive got mad cramps in my legs,no emotion detected
1965851309,worry,I have a farmers sunburn! Ahhhh!,no emotion detected
1965853667,empty,Trying to get to sleep but mum is blaring Les Mis really loudly in the sitting room,no emotion detected
1965873120,hate,Danget  having problems with WLW and Blog engine  uggh... not again  !!,no emotion detected
1965873272,worry,I burneded my tummy,no emotion detected
1965876104,worry,@WardrobeGuy Sorry... What does that mean? I currently have a world phone &amp; I use apps. I'm confused...,no emotion detected
1965877094,love,@Owl311 thanks,no emotion detected
1965880541,sadness,@amalah I am very jealous.  I was supposed to go see it in Seattle with a friend this summer but she had to bail out because of work,no emotion detected
1965887540,neutral,still cant figure this twitter thing out on my phone.  i dont have the iphone.,no emotion detected
1965889329,sadness,My head hurts....  Can wait to see the new photoshoot!!!!!!!,no emotion detected
1965895135,worry,Anybody else experiencing painful slowdowns with facebook?,no emotion detected
1965897956,neutral,@Mashon96,no emotion detected
1965903605,sadness,Fuuuuuuuudgeee I burned my finger with oil! It hurts,no emotion detected
1965905523,relief,of course im almost there and theres traffic,no emotion detected
1965909051,happiness,"... I want to die. I want to TAKE my own life, forever. She's trying to get me to do a duet.",no emotion detected
1965910871,surprise,my sister just ripped my heart outta myy fukkn chest.  im super hurt right now. she's all i ever needed in this life.,no emotion detected
1965920475,sadness,@natsolovelyx3: I knowww yur mother is being a bitch and she doesn't want to take me to the movies  bitch,no emotion detected
1965922894,worry,iPhone is doing that &quot;not opening downloaded apps&quot; thing and I forgot my cord at home,no emotion detected
1965923222,happiness,@ToxicSociopath awww. well before we know it youll be back visiting XD we will hang out constantly and have another heartbreaking goodbye,no emotion detected
1965924239,sadness,@mattpicasso iPhone is doing that &quot;not opening downloaded apps&quot; thing and I forgot my cord at home,no emotion detected
1965934622,neutral,Month end... still stuck in my office waiting for the stragglers to get there s#!t together.,no emotion detected
1965940539,worry,cowering from pain,no emotion detected
1965944462,hate,"I hate horrible atmospheres, I pick them up so quick!  kisskiss xxxxxxxxxx",no emotion detected
1965948023,sadness,youtube not working,no emotion detected
1965951169,empty,feels f*cked! and feet are aching  need my beeeeeddddddd!!!,no emotion detected
1965951894,worry,tomorrow should be good. but apparently no movies,no emotion detected
1965952576,enthusiasm,I want Crimson Gem Saga.  I will just go play RF Guerilla demo repeatedly. I (Mission Failed - YOU DIED) so many times from dicking around,no emotion detected
1965954314,worry,fml. i stepped on a needle.. ouch.. waaaaa  damn drycleaners,no emotion detected
1965956559,worry,@ Barbs trying to figure out y the dsl aint connecting. I need my google. Going home to my computer if it don't start working soon. SMH,no emotion detected
1965956871,worry,"the muscle in my back is cramping up, hurts so bad! owww",no emotion detected
1965960373,worry,"I got battery acid in an open wound on my index finger  Fuck, it burned so much.",no emotion detected
1965966084,sadness,@summerkristine i want you to go walking with me!! but i still miss my satan,no emotion detected
1965969489,sadness,head hurt,no emotion detected
1965977134,surprise,THIS twitter is driving me nuts...WONT LET ME DOWNLOAD A PROFILE PIC!! ...guess i'll keep trying!!,no emotion detected
1965980003,sadness,"can't find my trusty hair tie  My hair will spill all over the place when I run!Mom's bands doesn't work for me,normal ones hurt.(((",no emotion detected
1965987026,sadness,OOUCHHHH I just pinched my own nipple by accident trying to fix my top,no emotion detected
1966002060,neutral,@beckyainsley,no emotion detected
1966003600,worry,Woa NOBODY is inside the movie theater... Its termenator ppl shud be in here... Scary,no emotion detected
1966034114,sadness,There is a MacBook Pro sitting close by and my poor MacBook is ashamed with it's plastic face and sides...,no emotion detected
1966036461,empty,"@ianiv No, it's not",no emotion detected
1966047016,surprise,@ClareHeartsMAC can u add ur link. I can't find u on YouTube.,no emotion detected
1966060860,sadness,(that was a  btw -_-),no emotion detected
1966060868,worry,@LisaMongold I know.  I have such guilt associated with picking winners.,no emotion detected
1966065758,love,I suck dick,no emotion detected
1966067890,hate,And I want you to shut the fuck up.... I really hate living with my step dad. =-\ I can't wait to move out...,no emotion detected
1966077609,sadness,@dougreport how can I read the Floyd article says it's private,no emotion detected
1966086141,worry,just woke up still fukin sick,no emotion detected
1966086988,happiness,"@bkkrakora ew, i used to get &quot;suicides&quot; in high school and mix like 5 sodas together. then drink it. i think i remember enjoying it, too.",no emotion detected
1966090955,worry,help! anyone know if there are stores that carry blackberry trackballs? just went to verizon retailer; no luck. do not want to order one,no emotion detected
1966091942,sadness,"@ss1271 yes, that's what I meant... I don't have anything to turn it into Hirigana, though.",no emotion detected
1966092716,neutral,"@bkkrakora ew, i used to get &quot;suicides&quot; in mid. school and mix like 5 sodas together. then drink it. i think i remember enjoying it, too.",no emotion detected
1966095555,sadness,UGH. why is it so hard to upload a picture on twitter?,no emotion detected
1966096671,worry,here comes the storm.....ackkkk,no emotion detected
1966104815,worry,The underwire in my bra is sticking out and poking me in the armpit,no emotion detected
1966121947,sadness,@RVDS dammit i wanted to ask you about someone who i might be shooting but cant remember her name now,no emotion detected
1966122261,worry,"is watching &quot;Wall Street&quot;, and realizing that since it is on a movie channel she won't get a potty break",no emotion detected
1966123518,worry,Suffering from  Hemorrhoids.,no emotion detected
1966125609,hate,@iamcheerbear I know  It fucking sucks. anyway you can get a fake id or something?,no emotion detected
1966132160,sadness,@StanGill Uh.... what does that mean?,no emotion detected
1966152865,hate,@KrissyJill fuck.  It's only in Canada right now.,no emotion detected
1966157035,neutral,@knitkat it stings,no emotion detected
1966169072,worry,@HeWhoWrites Aww I feel bad for the lil nigga. He look like he know what's coming,no emotion detected
1966177678,neutral,My dad just told me that he wants to put me up for sale on craigslist,no emotion detected
1966179879,hate,"still can't figure this twitter thing out, i can't my background pic to stick and i can't seem to change my profile pic",no emotion detected
1966181941,worry,"oh man, just seen the BGT news.. not cool. i loved greg.  that dancing weepy kid was just fucking obnoxious imo.",no emotion detected
1966182443,worry,mommy coming home from vegas tonight! going to pick her up later in islip her plane doesnt get in until 10:40. KILLME. i want my mommy,no emotion detected
1966182971,worry,@kakrisch im jealous.  im slaving away at the store and youre chilling on the boat.,no emotion detected
1966193047,relief,@vasilly thanks.  I'm self so I don't see the &quot;my Account&quot; area.  I'll have to dig deeper it seems,no emotion detected
1966199893,worry,@mileycyrus  it wont let me vote even tho im signed in,no emotion detected
1966201368,surprise,@jojo_jtv WHAT! I was only gone for 30 minutes and you're already showing boobage without me?,no emotion detected
1966213599,neutral,@avalm  i can never tells mommy!  or they will be means to me...,no emotion detected
1966221168,sadness,i just bit my tongue.  blood everywhere!!!,no emotion detected
1966224172,sadness,Burning my tongue on Won Ton soup,no emotion detected
1966225282,sadness,sometimes i forget my favorite porn stars are real people too. @bobbyclarkxxx made orange chicken last night and cut his finger off! sad!,no emotion detected
1966235006,sadness,"feelin depressed ,, i miss you soo damn fcking much besties  ..i wish i wouldnt have left yt",no emotion detected
1966240947,enthusiasm,Rushed to get to ups and they close at 7... I got here at 705 after making a wrong turn,no emotion detected
1966264750,worry,I really need to invest in an elliptical machine... Running with shin splints sucks!!,no emotion detected
1966264837,worry,"Alex slammed her head into the edge of the table about 30 min ago.  She's going to have a nice, blue bruise.",no emotion detected
1966267369,boredom,aw now where's that little asian girl who runs round pooping her pants in public? i miss laughing at her.,no emotion detected
1966267844,neutral,@16_MileyCyrus it wont let me do it twitter keeps saying over twitter capacity or something that bird keeps coming up.,no emotion detected
1966270775,neutral,Can't change my profile or settings,no emotion detected
1966286340,worry,@DonnieWahlberg baby I'm in maryland I'm NOT gonna make it  BUT I will see ur sexy ass next sat in camden VIP....come early n hang!!!!!,no emotion detected
1966286540,worry,"@socilover I wish I can see that. They have CNN here again, with no volume.",no emotion detected
1966289440,worry,@mommy41402 yeah i need his fricken cell number ive tried his home for months and hes too busy. i miss braddddddddd,no emotion detected
1966290920,worry,@funkylovin  on your ani?  sorry,no emotion detected
1966300836,sadness,I dont get how to use twitterr!,no emotion detected
1966308503,neutral,cant get onto twitter on the Internet,no emotion detected
1966313501,worry,my hair hurts,no emotion detected
1966316132,surprise,Waiting for my turn on wii fit gym closed,no emotion detected
1966317710,hate,Forced to eat red hotdogs coz I'm starving and there's nothing else for breakfast. Ick.,no emotion detected
1966327243,worry,i'm going to kill myself T_T . i wasted hundreds of download and realised i got the wrong one,no emotion detected
1966327411,fun,@funkylovin ah mine is never home before 8   I handed off the kids and grabbed the bottle of malibu and a coke..momma getting drinky :para,no emotion detected
1966329754,sadness,@babymakes7 no.  I lost the link you sent when I had to pull my battery.,no emotion detected
1966330244,worry,"@Hameed_Hemmat she's mad coz she purposely let you step on her foot, n thought you would give her a kiss to compensate, but you didn't",no emotion detected
1966340576,worry,"why did I get airbrushed nude, if soon as i put my dress on it messed it up a little...eerrrr",no emotion detected
1966355094,sadness,"Trying out a new Twitter client, can't seem to get a new theme applied to DestroyTwitter",no emotion detected
1966404794,neutral,my picture wont come up  it keeps saying thats a nice picture! but where is it??,no emotion detected
1966408593,neutral,@SoozInSports ouch,no emotion detected
1966411896,hate,@meecheeko Is a WHORE but she'll never know I said it cuz she doesn't love her twitter,no emotion detected
1966412179,worry,just took my shirt off and my back is COVERED in blisters  http://bit.ly/vUiXG,no emotion detected
1966418966,worry,Just remembered I still have a summer project to do.  IT NEVER ENDS!!!!!,no emotion detected
1966428567,sadness,I'm starving!! This diet is killing me but I can't eat after 8pm,no emotion detected
1966434269,worry,@SarahBawcum my mom wants to lay. We'll be there later. Probably a little after 10. And @AyyMedlin I'm sorry you're sick,no emotion detected
1966434976,worry,@xoxoJennxoxox i did a couple hours ago...ive got sun burn and its really uncomfortable,no emotion detected
1966436150,neutral,@Gen22 I can't blip right now!,no emotion detected
1966436977,worry,@emperorliu my dick feels smaller when i look at you,no emotion detected
1693975586,neutral,Hank Thompson ï¿½ The Big One Got Away -- hmm... how old do you have to be to remember THIS?  ? http://blip.fm/~5jboh,no emotion detected
1693976205,fun,@CeesDope_  ahhhhaaa bangbros.com! psshh nigga its all about onionbooty.com,no emotion detected
1693976267,neutral,@iMBA Ur welcome,no emotion detected
1693977535,happiness,For @mizhalle  ? http://blip.fm/~5jbp3,no emotion detected
1693994772,happiness,"@williamduncan the archetype thing was for a comm. class that studied archetypes in popular media. reading your links now, thanks",no emotion detected
1693994998,neutral,"http://twitpic.com/4j8yk - Thelma, Rebeca, Fernanda Symonds, Fernanda Cordova",no emotion detected
1693997278,love,"@tracymacy Thanks for follow. Was just adding you from your twitter page, after commenting your blog",no emotion detected
1693997645,neutral,@ODWGOOG Absolutely ...,no emotion detected
1694014092,neutral,"@Mattro heh, i meant differences between b3 and b4",no emotion detected
1694014711,surprise,@Dean_John what makes u think of south africa? why not italy or hawaii or something?,no emotion detected
1694015539,neutral,"@hassmanm Nemï¿½m zdrojï¿½ky Mozilly ani Perl, takï¿½e z?stanu u svï¿½ vï¿½ry ve schopnosti Ohlohu",no emotion detected
1694035886,empty,"@woopow8 Hi, what are you a consultant for?",no emotion detected
1694052743,worry,@shadiya I hope you were feeling better today!,no emotion detected
1694053213,neutral,@RomeBadBoyEnt,no emotion detected
1694068742,surprise,"@aral 105% of people between 18-24 yrs in DK is on facebook, more profiles than citizens in that range  Where are you in DK? And Why?",no emotion detected
1694071301,neutral,@rachikus thankyou,no emotion detected
1694072783,neutral,@fadeout all you have to do is have your boyfriend say something for me so i can hear his accent.,no emotion detected
1694089759,neutral,@DJWiLLGATES,no emotion detected
1694090206,neutral,@Anthaman can u follow me please,no emotion detected
1694090522,worry,@rhettroberts sexxxxxxxy  I had a silly weekend with my bff =P Fun times! Haha,no emotion detected
1694090919,neutral,@wahliaodotcom Thanks for that!,no emotion detected
1694091007,happiness,@AmineB perfect!,no emotion detected
1694091218,relief,@interpunkt wow that was easy! Thank you,no emotion detected
1694125751,empty,"@joseevans Hi, I teach some Chinese lessons on youtube... Feel free to have a look  www.youtube.com/ChineseLearn",no emotion detected
1694125983,neutral,"@bhackett Hi, I teach some Chinese lessons on youtube... Feel free to have a look  www.youtube.com/ChineseLearn",no emotion detected
1694128711,neutral,Make your own Google search page with your name   http://tinyurl.com/c4237j,no emotion detected
1694128784,worry,"@papelpicado And a good morning to you!  Up early with a bad conscience, trying to make up for taking a day off yesterday, are we? :p",no emotion detected
1694143818,worry,@mommymuse Thanks for the hint.  http://tinyurl.com/chtx7e.,no emotion detected
1694144859,neutral,when can i ever do a barre chord???,no emotion detected
1694145714,neutral,@HarryHarley,no emotion detected
1694164192,love,@StaceyFarina Hah! Thanks.,no emotion detected
1694164428,happiness,@zykloid Thanks!,no emotion detected
1694165119,surprise,"@juhasaarinen what? I do not speak Finnish or what that was, hehe",no emotion detected
1694165200,sadness,@kkkrista only if we can cuddle afterwards. I like to cuddle after turning tricks on van buren,no emotion detected
1694165762,happiness,my sister said yayyy its hannah HOEdown today  haaaa hannah is a hoe apparently hoe.,no emotion detected
